Index,Total Frames,Difference
8059,16666,548
8060,16668,548
8061,16670,548
8062,16672,548
8063,16674,548
8064,16676,548
8065,16678,548
8066,16680,548
8067,16682,548
8068,16684,548
8069,16686,548
8070,16688,548
8071,16690,548
8072,16692,548
8073,16694,548
8074,16696,548
8075,16698,548
8076,16700,548
8077,16702,548
8078,16704,548
8079,16706,548
8080,16708,548
8081,16710,548
8082,16712,548
8083,16714,548
8084,16716,548
8085,16718,548
8086,16720,548
8087,16722,548
8088,16724,548
8089,16726,548
8090,16728,548
8091,16730,548
8092,16732,548
8093,16734,548
8094,16736,548
8095,16738,548
8096,16740,548
8097,16742,548
8098,16744,548
8099,16746,548
8100,16748,548
8101,16750,548
8102,16752,548
8103,16754,548
8104,16756,548
8105,16758,548
8106,16760,548
8107,16762,548
8108,16764,548
8109,16766,548
8110,16768,548
8111,16770,548
8112,16772,548
8113,16774,548
8114,16776,548
8115,16778,548
8116,16780,548
8117,16782,548
8118,16784,548
8119,16786,548
8120,16788,548
8121,16790,548
8122,16792,548
8123,16794,548
8124,16796,548
8125,16798,548
8126,16800,548
8127,16802,548
8128,16804,548
8129,16806,548
8130,16808,548
8131,16810,548
8132,16812,548
8133,16814,548
8134,16816,548
8135,16818,548
8136,16820,548
8137,16822,548
8138,16824,548
8139,16826,548
8140,16828,548
8141,16830,548
8142,16832,548
8143,16834,548
8144,16836,548
8145,16838,548
8146,16840,548
8147,16842,548
8148,16844,548
8149,16846,548
8150,16848,548
8151,16850,548
8152,16852,548
8153,16854,548
8154,16856,548
8155,16858,548
8156,16860,548
8157,16862,548
8158,16864,548
8159,16866,548
8160,16868,548
8161,16870,548
8162,16872,548
8163,16874,548
8164,16876,548
8165,16878,548
8166,16880,548
8167,16882,548
8168,16884,548
8169,16886,548
8170,16888,548
8171,16890,548
8172,16892,548
8173,16894,548
8174,16896,548
8175,16898,548
8176,16900,548
8177,16902,548
8178,16904,548
8179,16906,548
8180,16908,548
8181,16910,548
8182,16912,548
8183,16914,548
8184,16916,548
8185,16918,548
8186,16920,548
8187,16922,548
8188,16924,548
8189,16926,548
8190,16928,548
8191,16930,548
8192,16932,548
8193,16934,548
8194,16936,548
8195,16938,548
8196,16940,548
8197,16942,548
8198,16944,548
8199,16946,548
8200,16948,548
8201,16950,548
8202,16952,548
8203,16954,548
8204,16956,548
8205,16958,548
8206,16960,548
8207,16962,548
8208,16964,548
8209,16966,548
8210,16968,548
8211,16970,548
8212,16972,548
8213,16974,548
8214,16976,548
8215,16978,548
8216,16980,548
8217,16982,548
8218,16984,548
8219,16986,548
8220,16988,548
8221,16990,548
8222,16992,548
8223,16994,548
8224,16996,548
8225,16998,548
8226,17000,548
8227,17002,548
8228,17004,548
8229,17006,548
8230,17008,548
8231,17010,548
8232,17012,548
8233,17014,548
8234,17016,548
8235,17018,548
8236,17020,548
8237,17022,548
8238,17024,548
8239,17026,548
8240,17028,548
8241,17030,548
8242,17032,548
8243,17034,548
8244,17036,548
8245,17038,548
8246,17040,548
8247,17042,548
8248,17044,548
8249,17046,548
8250,17048,548
8251,17050,548
8252,17052,548
8253,17054,548
8254,17056,548
8255,17058,548
8256,17060,548
8257,17062,548
8258,17064,548
8259,17066,548
8260,17068,548
8261,17070,548
8262,17072,548
8263,17074,548
8264,17076,548
8265,17078,548
8266,17080,548
8267,17082,548
8268,17084,548
8269,17086,548
8270,17088,548
8271,17090,548
8272,17092,548
8273,17094,548
8274,17096,548
8275,17098,548
8276,17100,548
8277,17102,548
8278,17104,548
8279,17106,548
8280,17108,548
8281,17110,548
8282,17112,548
8283,17114,548
8284,17116,548
8285,17118,548
8286,17120,548
8287,17122,548
8288,17124,548
8289,17126,548
8290,17128,548
8291,17130,548
8292,17132,548
8293,17134,548
8294,17136,548
8295,17138,548
8296,17140,548
8297,17142,548
8298,17144,548
8299,17146,548
8300,17148,548
8301,17150,548
8302,17152,548
8303,17154,548
8304,17156,548
8305,17158,548
8306,17160,548
8307,17162,548
8308,17164,548
8309,17166,548
8310,17168,548
8311,17170,548
8312,17172,548
8313,17174,548
8314,17176,548
8315,17178,548
8316,17180,548
8317,17182,548
8318,17184,548
8319,17186,548
8320,17188,548
8321,17190,548
8322,17192,548
8323,17194,548
8324,17196,548
8325,17198,548
8326,17200,548
8327,17202,548
8328,17204,548
8329,17206,548
8330,17208,548
8331,17210,548
8332,17212,548
8333,17214,548
8334,17216,548
8335,17218,548
8336,17220,548
8337,17222,548
8338,17224,548
8339,17226,548
8340,17228,548
8341,17230,548
8342,17232,548
8343,17234,548
8344,17236,548
8345,17238,548
8346,17240,548
8347,17242,548
8348,17244,548
8349,17246,548
8350,17248,548
8351,17250,548
8352,17252,548
8353,17254,548
8354,17256,548
8355,17258,548
8356,17260,548
8357,17262,548
8358,17264,548
8359,17266,548
8360,17268,548
8361,17270,548
8362,17272,548
8363,17274,548
8364,17276,548
8365,17278,548
8366,17280,548
8367,17282,548
8368,17284,548
8369,17286,548
8370,17288,548
8371,17290,548
8372,17292,548
8373,17294,548
8374,17296,548
8375,17298,548
8376,17300,548
8377,17302,548
8378,17304,548
8379,17306,548
8380,17308,548
8381,17310,548
8382,17312,548
8383,17314,548
8384,17316,548
8385,17318,548
8386,17320,548
8387,17322,548
8388,17324,548
8389,17326,548
8390,17328,548
8391,17330,548
8392,17332,548
8393,17334,548
8394,17336,548
8395,17338,548
8396,17340,548
8397,17342,548
8398,17344,548
8399,17346,548
8400,17348,548
8401,17350,548
8402,17352,548
8403,17354,548
8404,17356,548
8405,17358,548
8406,17360,548
8407,17362,548
8408,17364,548
8409,17366,548
8410,17368,548
8411,17370,548
8412,17372,548
8413,17374,548
8414,17376,548
8415,17378,548
8416,17380,548
8417,17382,548
8418,17384,548
8419,17386,548
8420,17388,548
8421,17390,548
8422,17392,548
8423,17394,548
8424,17396,548
8425,17398,548
8426,17400,548
8427,17402,548
8428,17404,548
8429,17406,548
8430,17408,548
8431,17410,548
8432,17412,548
8433,17414,548
8434,17416,548
8435,17418,548
8436,17420,548
8437,17422,548
8438,17424,548
8439,17426,548
8440,17428,548
8441,17430,548
8442,17432,548
8443,17434,548
8444,17436,548
8445,17438,548
8446,17440,548
8447,17442,548
8448,17444,548
8449,17446,548
8450,17448,548
8451,17450,548
8452,17452,548
8453,17454,548
8454,17456,548
8455,17458,548
8456,17460,548
8457,17462,548
8458,17464,548
8459,17466,548
8460,17468,548
8461,17470,548
8462,17472,548
8463,17474,548
8464,17476,548
8465,17478,548
8466,17480,548
8467,17482,548
8468,17484,548
8469,17486,548
8470,17488,548
8471,17490,548
8472,17492,548
8473,17494,548
8474,17496,548
8475,17498,548
8476,17500,548
8477,17502,548
8478,17504,548
8479,17506,548
8480,17508,548
8481,17510,548
8482,17512,548
8483,17514,548
8484,17516,548
8485,17518,548
8486,17520,548
8487,17522,548
8488,17524,548
8489,17526,548
8490,17528,548
8491,17530,548
8492,17532,548
8493,17534,548
8494,17536,548
8495,17538,548
8496,17540,548
8497,17542,548
8498,17544,548
8499,17546,548
8500,17548,548
8501,17550,548
8502,17552,548
8503,17554,548
8504,17556,548
8505,17558,548
8506,17560,548
8507,17562,548
8508,17564,548
8509,17566,548
8510,17568,548
8511,17570,548
8512,17572,548
8513,17574,548
8514,17576,548
8515,17578,548
8516,17580,548
8517,17582,548
8518,17584,548
8519,17586,548
8520,17588,548
8521,17590,548
8522,17592,548
8523,17594,548
8524,17596,548
8525,17598,548
8526,17600,548
8527,17602,548
8528,17604,548
8529,17606,548
8530,17608,548
8531,17610,548
8532,17612,548
8533,17614,548
8534,17616,548
8535,17618,548
8536,17620,548
8537,17622,548
8538,17624,548
8539,17626,548
8540,17628,548
8541,17630,548
8542,17632,548
8543,17634,548
8544,17636,548
8545,17638,548
8546,17640,548
8547,17642,548
8548,17644,548
8549,17646,548
8550,17648,548
8551,17650,548
8552,17652,548
8553,17654,548
8554,17656,548
8555,17658,548
8556,17660,548
8557,17662,548
8558,17664,548
8559,17666,548
8560,17668,548
8561,17670,548
8562,17672,548
8563,17674,548
8564,17676,548
8565,17678,548
8566,17680,548
8567,17682,548
8568,17684,548
8569,17686,548
8570,17688,548
8571,17690,548
8572,17692,548
8573,17694,548
8574,17696,548
8575,17698,548
8576,17700,548
8577,17702,548
8578,17704,548
8579,17706,548
8580,17708,548
8581,17710,548
8582,17712,548
8583,17714,548
8584,17716,548
8585,17718,548
8586,17720,548
8587,17722,548
8588,17724,548
8589,17726,548
8590,17728,548
8591,17730,548
8592,17732,548
8593,17734,548
8594,17736,548
8595,17738,548
8596,17740,548
8597,17742,548
8598,17744,548
8599,17746,548
8600,17748,548
8601,17750,548
8602,17752,548
8603,17754,548
8604,17756,548
8605,17758,548
8606,17760,548
8607,17762,548
8608,17764,548
8609,17766,548
8610,17768,548
8611,17770,548
8612,17772,548
8613,17774,548
8614,17776,548
8615,17778,548
8616,17780,548
8617,17782,548
8618,17784,548
8619,17786,548
8620,17788,548
8621,17790,548
8622,17792,548
8623,17794,548
8624,17796,548
8625,17798,548
8626,17800,548
8627,17802,548
8628,17804,548
8629,17806,548
8630,17808,548
8631,17810,548
8632,17812,548
8633,17814,548
8634,17816,548
8635,17818,548
8636,17820,548
8637,17822,548
8638,17824,548
8639,17826,548
8640,17828,548
8641,17830,548
8642,17832,548
8643,17834,548
8644,17836,548
8645,17838,548
8646,17840,548
8647,17842,548
8648,17844,548
8649,17846,548
8650,17848,548
8651,17850,548
8652,17852,548
8653,17854,548
8654,17856,548
8655,17858,548
8656,17860,548
8657,17862,548
8658,17864,548
8659,17866,548
8660,17868,548
8661,17870,548
8662,17872,548
8663,17874,548
8664,17876,548
8665,17878,548
8666,17880,548
8667,17882,548
8668,17884,548
8669,17886,548
8670,17888,548
8671,17890,548
8672,17892,548
8673,17894,548
8674,17896,548
8675,17898,548
8676,17900,548
8677,17902,548
8678,17904,548
8679,17906,548
8680,17908,548
8681,17910,548
8682,17912,548
8683,17914,548
8684,17916,548
8685,17918,548
8686,17920,548
8687,17922,548
8688,17924,548
8689,17926,548
8690,17928,548
8691,17930,548
8692,17932,548
8693,17934,548
8694,17936,548
8695,17938,548
8696,17940,548
8697,17942,548
8698,17944,548
8699,17946,548
8700,17948,548
8701,17950,548
8702,17952,548
8703,17954,548
8704,17956,548
8705,17958,548
8706,17960,548
8707,17962,548
8708,17964,548
8709,17966,548
8710,17968,548
8711,17970,548
8712,17972,548
8713,17974,548
8714,17976,548
8715,17978,548
8716,17980,548
8717,17982,548
8718,17984,548
8719,17986,548
8720,17988,548
8721,17990,548
8722,17992,548
8723,17994,548
8724,17996,548
8725,17998,548
8726,18000,548
8727,18002,548
8728,18004,548
8729,18006,548
8730,18008,548
8731,18010,548
8732,18012,548
8733,18014,548
8734,18016,548
8735,18018,548
8736,18020,548
8737,18022,548
8738,18024,548
8739,18026,548
8740,18028,548
8741,18030,548
8742,18032,548
8743,18034,548
8744,18036,548
8745,18038,548
8746,18040,548
8747,18042,548
8748,18044,548
8749,18046,548
8750,18048,548
8751,18050,548
8752,18052,548
8753,18054,548
8754,18056,548
8755,18058,548
8756,18060,548
8757,18062,548
8758,18064,548
8759,18066,548
8760,18068,548
8761,18070,548
8762,18072,548
8763,18074,548
8764,18076,548
8765,18078,548
8766,18080,548
8767,18082,548
8768,18084,548
8769,18086,548
8770,18088,548
8771,18090,548
8772,18092,548
8773,18094,548
8774,18096,548
8775,18098,548
8776,18100,548
8777,18102,548
8778,18104,548
8779,18106,548
8780,18108,548
8781,18110,548
8782,18112,548
8783,18114,548
8784,18116,548
8785,18118,548
8786,18120,548
8787,18122,548
8788,18124,548
8789,18126,548
8790,18128,548
8791,18130,548
8792,18132,548
8793,18134,548
8794,18136,548
8795,18138,548
8796,18140,548
8797,18142,548
8798,18144,548
8799,18146,548
8800,18148,548
8801,18150,548
8802,18152,548
8803,18154,548
8804,18156,548
8805,18158,548
8806,18160,548
8807,18162,548
8808,18164,548
8809,18166,548
8810,18168,548
8811,18170,548
8812,18172,548
8813,18174,548
8814,18176,548
8815,18178,548
8816,18180,548
8817,18182,548
8818,18184,548
8819,18186,548
8820,18188,548
8821,18190,548
8822,18192,548
8823,18194,548
8824,18196,548
8825,18198,548
8826,18200,548
8827,18202,548
8828,18204,548
8829,18206,548
8830,18208,548
8831,18210,548
8832,18212,548
8833,18214,548
8834,18216,548
8835,18218,548
8836,18220,548
8837,18222,548
8838,18224,548
8839,18226,548
8840,18228,548
8841,18230,548
8842,18232,548
8843,18234,548
8844,18236,548
8845,18238,548
8846,18240,548
8847,18242,548
8848,18244,548
8849,18246,548
8850,18248,548
8851,18250,548
8852,18252,548
8853,18254,548
8854,18256,548
8855,18258,548
8856,18260,548
8857,18262,548
8858,18264,548
8859,18266,548
8860,18268,548
8861,18270,548
8862,18272,548
8863,18274,548
8864,18276,548
8865,18278,548
8866,18280,548
8867,18282,548
8868,18284,548
8869,18286,548
8870,18288,548
8871,18290,548
8872,18292,548
8873,18294,548
8874,18296,548
8875,18298,548
8876,18300,548
8877,18302,548
8878,18304,548
8879,18306,548
8880,18308,548
8881,18310,548
8882,18312,548
8883,18314,548
8884,18316,548
8885,18318,548
8886,18320,548
8887,18322,548
8888,18324,548
8889,18326,548
8890,18328,548
8891,18330,548
8892,18332,548
8893,18334,548
8894,18336,548
8895,18338,548
8896,18340,548
8897,18342,548
8898,18344,548
8899,18346,548
8900,18348,548
8901,18350,548
8902,18352,548
8903,18354,548
8904,18356,548
8905,18358,548
8906,18360,548
8907,18362,548
8908,18364,548
8909,18366,548
8910,18368,548
8911,18370,548
8912,18372,548
8913,18374,548
8914,18376,548
8915,18378,548
8916,18380,548
8917,18382,548
8918,18384,548
8919,18386,548
8920,18388,548
8921,18390,548
8922,18392,548
8923,18394,548
8924,18396,548
8925,18398,548
8926,18400,548
8927,18402,548
8928,18404,548
8929,18406,548
8930,18408,548
8931,18410,548
8932,18412,548
8933,18414,548
8934,18416,548
8935,18418,548
8936,18420,548
8937,18422,548
8938,18424,548
8939,18426,548
8940,18428,548
8941,18430,548
8942,18432,548
8943,18434,548
8944,18436,548
8945,18438,548
8946,18440,548
8947,18442,548
8948,18444,548
8949,18446,548
8950,18448,548
8951,18450,548
8952,18452,548
8953,18454,548
8954,18456,548
8955,18458,548
8956,18460,548
8957,18462,548
8958,18464,548
8959,18466,548
8960,18468,548
8961,18470,548
8962,18472,548
8963,18474,548
8964,18476,548
8965,18478,548
8966,18480,548
8967,18482,548
8968,18484,548
8969,18486,548
8970,18488,548
8971,18490,548
8972,18492,548
8973,18494,548
8974,18496,548
8975,18498,548
8976,18500,548
8977,18502,548
8978,18504,548
8979,18506,548
8980,18508,548
8981,18510,548
8982,18512,548
8983,18514,548
8984,18516,548
8985,18518,548
8986,18520,548
8987,18522,548
8988,18524,548
8989,18526,548
8990,18528,548
8991,18530,548
8992,18532,548
8993,18534,548
8994,18536,548
8995,18538,548
8996,18540,548
8997,18542,548
8998,18544,548
8999,18546,548
9000,18548,548
9001,18550,548
9002,18552,548
9003,18554,548
9004,18556,548
9005,18558,548
9006,18560,548
9007,18562,548
9008,18564,548
9009,18566,548
9010,18568,548
9011,18570,548
9012,18572,548
9013,18574,548
9014,18576,548
9015,18578,548
9016,18580,548
9017,18582,548
9018,18584,548
9019,18586,548
9020,18588,548
9021,18590,548
9022,18592,548
9023,18594,548
9024,18596,548
9025,18598,548
9026,18600,548
9027,18602,548
9028,18604,548
9029,18606,548
9030,18608,548
9031,18610,548
9032,18612,548
9033,18614,548
9034,18616,548
9035,18618,548
9036,18620,548
9037,18622,548
9038,18624,548
9039,18626,548
9040,18628,548
9041,18630,548
9042,18632,548
9043,18634,548
9044,18636,548
9045,18638,548
9046,18640,548
9047,18642,548
9048,18644,548
9049,18646,548
9050,18648,548
9051,18650,548
9052,18652,548
9053,18654,548
9054,18656,548
9055,18658,548
9056,18660,548
9057,18662,548
9058,18664,548
9059,18666,548
9060,18668,548
9061,18670,548
9062,18672,548
9063,18674,548
9064,18676,548
9065,18678,548
9066,18680,548
9067,18682,548
9068,18684,548
9069,18686,548
9070,18688,548
9071,18690,548
9072,18692,548
9073,18694,548
9074,18696,548
9075,18698,548
9076,18700,548
9077,18702,548
9078,18704,548
9079,18706,548
9080,18708,548
9081,18710,548
9082,18712,548
9083,18714,548
9084,18716,548
9085,18718,548
9086,18720,548
9087,18722,548
9088,18724,548
9089,18726,548
9090,18728,548
9091,18730,548
9092,18732,548
9093,18734,548
9094,18736,548
9095,18738,548
9096,18740,548
9097,18742,548
9098,18744,548
9099,18746,548
9100,18748,548
9101,18750,548
9102,18752,548
9103,18754,548
9104,18756,548
9105,18758,548
9106,18760,548
9107,18762,548
9108,18764,548
9109,18766,548
9110,18768,548
9111,18770,548
9112,18772,548
9113,18774,548
9114,18776,548
9115,18778,548
9116,18780,548
9117,18782,548
9118,18784,548
9119,18786,548
9120,18788,548
9121,18790,548
9122,18792,548
9123,18794,548
9124,18796,548
9125,18798,548
9126,18800,548
9127,18802,548
9128,18804,548
9129,18806,548
9130,18808,548
9131,18810,548
9132,18812,548
9133,18814,548
9134,18816,548
9135,18818,548
9136,18820,548
9137,18822,548
9138,18824,548
9139,18826,548
9140,18828,548
9141,18830,548
9142,18832,548
9143,18834,548
9144,18836,548
9145,18838,548
9146,18840,548
9147,18842,548
9148,18844,548
9149,18846,548
9150,18848,548
9151,18850,548
9152,18852,548
9153,18854,548
9154,18856,548
9155,18858,548
9156,18860,548
9157,18862,548
9158,18864,548
9159,18866,548
9160,18868,548
9161,18870,548
9162,18872,548
9163,18874,548
9164,18876,548
9165,18878,548
9166,18880,548
9167,18882,548
9168,18884,548
9169,18886,548
9170,18888,548
9171,18890,548
9172,18892,548
9173,18894,548
9174,18896,548
9175,18898,548
9176,18900,548
9177,18902,548
9178,18904,548
9179,18906,548
9180,18908,548
9181,18910,548
9182,18912,548
9183,18914,548
9184,18916,548
9185,18918,548
9186,18920,548
9187,18922,548
9188,18924,548
9189,18926,548
9190,18928,548
9191,18930,548
9192,18932,548
9193,18934,548
9194,18936,548
9195,18938,548
9196,18940,548
9197,18942,548
9198,18944,548
9199,18946,548
9200,18948,548
9201,18950,548
9202,18952,548
9203,18954,548
9204,18956,548
9205,18958,548
9206,18960,548
9207,18962,548
9208,18964,548
9209,18966,548
9210,18968,548
9211,18970,548
9212,18972,548
9213,18974,548
9214,18976,548
9215,18978,548
9216,18980,548
9217,18982,548
9218,18984,548
9219,18986,548
9220,18988,548
9221,18990,548
9222,18992,548
9223,18994,548
9224,18996,548
9225,18998,548
9226,19000,548
9227,19002,548
9228,19004,548
9229,19006,548
9230,19008,548
9231,19010,548
9232,19012,548
9233,19014,548
9234,19016,548
9235,19018,548
9236,19020,548
9237,19022,548
9238,19024,548
9239,19026,548
9240,19028,548
9241,19030,548
9242,19032,548
9243,19034,548
9244,19036,548
9245,19038,548
9246,19040,548
9247,19042,548
9248,19044,548
9249,19046,548
9250,19048,548
9251,19050,548
9252,19052,548
9253,19054,548
9254,19056,548
9255,19058,548
9256,19060,548
9257,19062,548
9258,19064,548
9259,19066,548
9260,19068,548
9261,19070,548
9262,19072,548
9263,19074,548
9264,19076,548
9265,19078,548
9266,19080,548
9267,19082,548
9268,19084,548
9269,19086,548
9270,19088,548
9271,19090,548
9272,19092,548
9273,19094,548
9274,19096,548
9275,19098,548
9276,19100,548
9277,19102,548
9278,19104,548
9279,19106,548
9280,19108,548
9281,19110,548
9282,19112,548
9283,19114,548
9284,19116,548
9285,19118,548
9286,19120,548
9287,19122,548
9288,19124,548
9289,19126,548
9290,19128,548
9291,19130,548
9292,19132,548
9293,19134,548
9294,19136,548
9295,19138,548
9296,19140,548
9297,19142,548
9298,19144,548
9299,19146,548
9300,19148,548
9301,19150,548
9302,19152,548
9303,19154,548
9304,19156,548
9305,19158,548
9306,19160,548
9307,19162,548
9308,19164,548
9309,19166,548
9310,19168,548
9311,19170,548
9312,19172,548
9313,19174,548
9314,19176,548
9315,19178,548
9316,19180,548
9317,19182,548
9318,19184,548
9319,19186,548
9320,19188,548
9321,19190,548
9322,19192,548
9323,19194,548
9324,19196,548
9325,19198,548
9326,19200,548
9327,19202,548
9328,19204,548
9329,19206,548
9330,19208,548
9331,19210,548
9332,19212,548
9333,19214,548
9334,19216,548
9335,19218,548
9336,19220,548
9337,19222,548
9338,19224,548
9339,19226,548
9340,19228,548
9341,19230,548
9342,19232,548
9343,19234,548
9344,19236,548
9345,19238,548
9346,19240,548
9347,19242,548
9348,19244,548
9349,19246,548
9350,19248,548
9351,19250,548
9352,19252,548
9353,19254,548
9354,19256,548
9355,19258,548
9356,19260,548
9357,19262,548
9358,19264,548
9359,19266,548
9360,19268,548
9361,19270,548
9362,19272,548
9363,19274,548
9364,19276,548
9365,19278,548
9366,19280,548
9367,19282,548
9368,19284,548
9369,19286,548
9370,19288,548
9371,19290,548
9372,19292,548
9373,19294,548
9374,19296,548
9375,19298,548
9376,19300,548
9377,19302,548
9378,19304,548
9379,19306,548
9380,19308,548
9381,19310,548
9382,19312,548
9383,19314,548
9384,19316,548
9385,19318,548
9386,19320,548
9387,19322,548
9388,19324,548
9389,19326,548
9390,19328,548
9391,19330,548
9392,19332,548
9393,19334,548
9394,19336,548
9395,19338,548
9396,19340,548
9397,19342,548
9398,19344,548
9399,19346,548
9400,19348,548
9401,19350,548
9402,19352,548
9403,19354,548
9404,19356,548
9405,19358,548
9406,19360,548
9407,19362,548
9408,19364,548
9409,19366,548
9410,19368,548
9411,19370,548
9412,19372,548
9413,19374,548
9414,19376,548
9415,19378,548
9416,19380,548
9417,19382,548
9418,19384,548
9419,19386,548
9420,19388,548
9421,19390,548
9422,19392,548
9423,19394,548
9424,19396,548
9425,19398,548
9426,19400,548
9427,19402,548
9428,19404,548
9429,19406,548
9430,19408,548
9431,19410,548
9432,19412,548
9433,19414,548
9434,19416,548
9435,19418,548
9436,19420,548
9437,19422,548
9438,19424,548
9439,19426,548
9440,19428,548
9441,19430,548
9442,19432,548
9443,19434,548
9444,19436,548
9445,19438,548
9446,19440,548
9447,19442,548
9448,19444,548
9449,19446,548
9450,19448,548
9451,19450,548
9452,19452,548
9453,19454,548
9454,19456,548
9455,19458,548
9456,19460,548
9457,19462,548
9458,19464,548
9459,19466,548
9460,19468,548
9461,19470,548
9462,19472,548
9463,19474,548
9464,19476,548
9465,19478,548
9466,19480,548
9467,19482,548
9468,19484,548
9469,19486,548
9470,19488,548
9471,19490,548
9472,19492,548
9473,19494,548
9474,19496,548
9475,19498,548
9476,19500,548
9477,19502,548
9478,19504,548
9479,19506,548
9480,19508,548
9481,19510,548
9482,19512,548
9483,19514,548
9484,19516,548
9485,19518,548
9486,19520,548
9487,19522,548
9488,19524,548
9489,19526,548
9490,19528,548
9491,19530,548
9492,19532,548
9493,19534,548
9494,19536,548
9495,19538,548
9496,19540,548
9497,19542,548
9498,19544,548
9499,19546,548
9500,19548,548
9501,19550,548
9502,19552,548
9503,19554,548
9504,19556,548
9505,19558,548
9506,19560,548
9507,19562,548
9508,19564,548
9509,19566,548
9510,19568,548
9511,19570,548
9512,19572,548
9513,19574,548
9514,19576,548
9515,19578,548
9516,19580,548
9517,19582,548
9518,19584,548
9519,19586,548
9520,19588,548
9521,19590,548
9522,19592,548
9523,19594,548
9524,19596,548
9525,19598,548
9526,19600,548
9527,19602,548
9528,19604,548
9529,19606,548
9530,19608,548
9531,19610,548
9532,19612,548
9533,19614,548
9534,19616,548
9535,19618,548
9536,19620,548
9537,19622,548
9538,19624,548
9539,19626,548
9540,19628,548
9541,19630,548
9542,19632,548
9543,19634,548
9544,19636,548
9545,19638,548
9546,19640,548
9547,19642,548
9548,19644,548
9549,19646,548
9550,19648,548
9551,19650,548
9552,19652,548
9553,19654,548
9554,19656,548
9555,19658,548
9556,19660,548
9557,19662,548
9558,19664,548
9559,19666,548
9560,19668,548
9561,19670,548
9562,19672,548
9563,19674,548
9564,19676,548
9565,19678,548
9566,19680,548
9567,19682,548
9568,19684,548
9569,19686,548
9570,19688,548
9571,19690,548
9572,19692,548
9573,19694,548
9574,19696,548
9575,19698,548
9576,19700,548
9577,19702,548
9578,19704,548
9579,19706,548
9580,19708,548
9581,19710,548
9582,19712,548
9583,19714,548
9584,19716,548
9585,19718,548
9586,19720,548
9587,19722,548
9588,19724,548
9589,19726,548
9590,19728,548
9591,19730,548
9592,19732,548
9593,19734,548
9594,19736,548
9595,19738,548
9596,19740,548
9597,2,-19192
9598,2,-19194
9599,4,-19194
9600,6,-19194
9601,8,-19194
9602,10,-19194
9603,12,-19194
9604,14,-19194
9605,16,-19194
9606,18,-19194
9607,20,-19194
9608,22,-19194
9609,24,-19194
9610,26,-19194
9611,28,-19194
9612,30,-19194
9613,32,-19194
9614,34,-19194
9615,36,-19194
9616,38,-19194
9617,40,-19194
9618,42,-19194
9619,44,-19194
9620,46,-19194
9621,48,-19194
9622,50,-19194
9623,52,-19194
9624,54,-19194
9625,56,-19194
9626,58,-19194
9627,60,-19194
9628,62,-19194
9629,64,-19194
9630,66,-19194
9631,68,-19194
9632,70,-19194
9633,72,-19194
9634,74,-19194
9635,76,-19194
9636,78,-19194
9637,80,-19194
9638,82,-19194
9639,84,-19194
9640,86,-19194
9641,88,-19194
9642,90,-19194
9643,92,-19194
9644,94,-19194
9645,96,-19194
9646,98,-19194
9647,100,-19194
9648,102,-19194
9649,104,-19194
9650,106,-19194
9651,108,-19194
9652,110,-19194
9653,112,-19194
9654,114,-19194
9655,116,-19194
9656,118,-19194
9657,120,-19194
9658,122,-19194
9659,124,-19194
9660,126,-19194
9661,128,-19194
9662,130,-19194
9663,132,-19194
9664,134,-19194
9665,136,-19194
9666,138,-19194
9667,140,-19194
9668,142,-19194
9669,144,-19194
9670,146,-19194
9671,148,-19194
9672,150,-19194
9673,152,-19194
9674,154,-19194
9675,156,-19194
9676,158,-19194
9677,160,-19194
9678,162,-19194
9679,164,-19194
9680,166,-19194
9681,168,-19194
9682,170,-19194
9683,172,-19194
9684,174,-19194
9685,176,-19194
9686,178,-19194
9687,180,-19194
9688,182,-19194
9689,184,-19194
9690,186,-19194
9691,188,-19194
9692,190,-19194
9693,192,-19194
9694,194,-19194
9695,196,-19194
9696,198,-19194
9697,200,-19194
9698,202,-19194
9699,204,-19194
9700,206,-19194
9701,208,-19194
9702,210,-19194
9703,212,-19194
9704,214,-19194
9705,216,-19194
9706,218,-19194
9707,220,-19194
9708,222,-19194
9709,224,-19194
9710,226,-19194
9711,228,-19194
9712,230,-19194
9713,232,-19194
9714,234,-19194
9715,236,-19194
9716,238,-19194
9717,240,-19194
9718,242,-19194
9719,244,-19194
9720,246,-19194
9721,248,-19194
9722,250,-19194
9723,252,-19194
9724,254,-19194
9725,256,-19194
9726,258,-19194
9727,260,-19194
9728,262,-19194
9729,264,-19194
9730,266,-19194
9731,268,-19194
9732,270,-19194
9733,272,-19194
9734,274,-19194
9735,276,-19194
9736,278,-19194
9737,280,-19194
9738,282,-19194
9739,284,-19194
9740,286,-19194
9741,288,-19194
9742,290,-19194
9743,292,-19194
9744,294,-19194
9745,296,-19194
9746,298,-19194
9747,300,-19194
9748,302,-19194
9749,304,-19194
9750,306,-19194
9751,308,-19194
9752,310,-19194
9753,312,-19194
9754,314,-19194
9755,316,-19194
9756,318,-19194
9757,320,-19194
9758,322,-19194
9759,324,-19194
9760,326,-19194
9761,328,-19194
9762,330,-19194
9763,332,-19194
9764,334,-19194
9765,336,-19194
9766,338,-19194
9767,340,-19194
9768,342,-19194
9769,344,-19194
9770,346,-19194
9771,348,-19194
9772,350,-19194
9773,352,-19194
9774,354,-19194
9775,356,-19194
9776,358,-19194
9777,360,-19194
9778,362,-19194
9779,364,-19194
9780,366,-19194
9781,368,-19194
9782,370,-19194
9783,372,-19194
